word_en	pos_en	word_sr	word_sr_full	reflexive	pos_sr	lemma_sr	gt_PoS_valid	gt_lemma_valid	gt_valid
rocket	NOUN	raketa	raketa	0	NOUN	raketa	True	True	True
rocket	VERB	raketa	raketa	0	VERB		True	False	False
rod	NOUN	rod	rod	0	NOUN	rod	True	True	True
rogue	NOUN	skitnica	skitnica	0	NOUN	skitnica	True	True	True
rollicking	ADJ	valjanje	valjanje	0	ADJ		True	False	False
rollicking	VERB	valjanje	valjanje	0	VERB		True	False	False
romance	ADJ	romansa	romansa	0	ADJ		True	False	False
romance	NOUN	romansa	romansa	0	NOUN	romansa	True	True	True
romance	VERB	romansa	romansa	0	VERB		True	False	False
romantic	ADJ	romantičan	romantičan	0	ADJ	romantičan	True	True	True
romantic	NOUN	romantičan	romantičan	0	NOUN		True	False	False
romanticism	NOUN	romantizam	romantizam	0	NOUN	romantizam	True	True	True
romp	NOUN	romp	romp	0	NOUN		True	False	False
romp	VERB	romp	romp	0	VERB		True	False	False
rook	NOUN	rook	rook	0	NOUN		True	False	False
rook	VERB	rook	rook	0	VERB		True	False	False
root	VERB	koren	koren	0	VERB	koriti	True	False	False
rooted	ADJ	ukorenjen	ukorenjen	0	ADJ	ukorenjen	True	True	True
rot	NOUN	trulež	trulež	0	NOUN	trulež	True	True	True
rot	VERB	trulež	trulež	0	VERB		True	False	False
rota	NOUN	rota	rota	0	NOUN		True	False	False
rotting	NOUN	truljenje	truljenje	0	NOUN	truljenje	True	True	True
roulette	NOUN	rulet	rulet	0	NOUN	rulet	True	True	True
routine	ADJ	rutinski	rutinski	0	ADJ	rutinski	True	True	True
routine	NOUN	rutinski	rutinski	0	NOUN		True	False	False
row	NOUN	red	red	0	NOUN	red	True	True	True
row	VERB	red	red	0	VERB		True	False	False
rubbish	NOUN	gluposti	gluposti	0	NOUN	glupost	True	False	False
rubbish	VERB	gluposti	gluposti	0	VERB		True	False	False
rubble	NOUN	krš	krš	0	NOUN	krš	True	True	True
rue	NOUN	rue	rue	0	NOUN		True	False	False
rue	VERB	rue	rue	0	VERB		True	False	False
ruin	NOUN	propast	propast	0	NOUN	propast	True	True	True
ruin	VERB	propast	propast	0	VERB		True	False	False
ruined	ADJ	razoren	razoren	0	ADJ	razoren	True	True	True
ruinous	ADJ	poguban	poguban	0	ADJ	poguban	True	True	True
rule	NOUN	vladati	vladati	0	NOUN		True	False	False
rule	VERB	vladati	vladati	0	VERB	vladati	True	True	True
rumor	NOUN	glasina	glasina	0	NOUN	glasina	True	True	True
rumor	VERB	glasina	glasina	0	VERB		True	False	False
runaway	ADJ	beži	beži	0	ADJ		True	False	False
runaway	NOUN	beži	beži	0	NOUN		True	False	False
rupture	NOUN	rupture	rupture	0	NOUN		True	False	False
rupture	VERB	rupture	rupture	0	VERB		True	False	False
ruthless	ADJ	nemilosrdni	nemilosrdni	0	ADJ	nemilosrdan	True	False	False
saber	NOUN	sablja	sablja	0	NOUN	sablja	True	True	True
saber	VERB	sablja	sablja	0	VERB		True	False	False
sabotage	NOUN	sabotaže	sabotaže	0	NOUN	sabotaža	True	False	False
sabotage	VERB	sabotaže	sabotaže	0	VERB		True	False	False
sacrifice	NOUN			0	NOUN		True	False	False
sacrifice	VERB			0	VERB		True	False	False
sadly	ADV	tužno	tužno	0	ADV	tužno	True	True	True
sadness	NOUN	tuga	tuga	0	NOUN	tuga	True	True	True
safe	ADJ	bezbedno	bezbedno	0	ADJ	bezbedan	True	False	False
safe	NOUN	bezbedno	bezbedno	0	NOUN		True	False	False
safeguard	NOUN	zaštita	zaštita	0	NOUN	zaštita	True	True	True
safeguard	VERB	zaštita	zaštita	0	VERB		True	False	False
safekeeping	NOUN	čuvanje	čuvanje	0	NOUN	čuvanje	True	True	True
sag	NOUN	sag	sag	0	NOUN	sag	True	True	True
sag	VERB	sag	sag	0	VERB		True	False	False
sage	ADJ	žalfija	žalfija	0	ADJ		True	False	False
sage	NOUN	žalfija	žalfija	0	NOUN	žalfija	True	True	True
saint	NOUN	sveti	sveti	0	NOUN		True	False	False
saint	VERB	sveti	sveti	0	VERB	svetiti	True	False	False
saintly	ADJ	svetački	svetački	0	ADJ	svetački	True	True	True
salary	NOUN	plata	plata	0	NOUN	plata	True	True	True
saliva	NOUN	pljuvačke	pljuvačke	0	NOUN	pljuvačka	True	False	False
sally	NOUN	sali	sali	0	NOUN	sala	True	False	False
saloon	NOUN	salon	salon	0	NOUN	salon	True	True	True
salutary	ADJ	spasonosna	spasonosna	0	ADJ	spasonosan	True	False	False
salute	NOUN	pozdrav	pozdrav	0	NOUN	pozdrav	True	True	True
salute	VERB	pozdrav	pozdrav	0	VERB		True	False	False
salvation	NOUN	spasenje	spasenje	0	NOUN	spasenje	True	True	True
samurai	NOUN	samuraj	samuraj	0	NOUN	samuraj	True	True	True
sanctification	NOUN	osvećenje	osvećenje	0	NOUN	osvećenje	True	True	True
sanctify	VERB	osvetiti	osvetiti	0	VERB	osvetiti	True	True	True
sanctuary	NOUN	svetilište	svetilište	0	NOUN	svetilište	True	True	True
sap	NOUN	biljni sok	biljni sok	0	MWE		True	False	False
sap	VERB	biljni sok	biljni sok	0	MWE		True	False	False
sappy	ADJ	sappi	sappi	0	ADJ		True	False	False
sarcasm	NOUN	sarkazam	sarkazam	0	NOUN	sarkazam	True	True	True
sarcoma	NOUN	sarkom	sarkom	0	NOUN	sarkom	True	True	True
satanic	ADJ	satanski	satanski	0	ADJ	satanski	True	True	True
satisfied	ADJ	zadovoljan	zadovoljan	0	ADJ	zadovoljan	True	True	True
satisfy	VERB			0	VERB		True	False	False
saturate	VERB	zasititi	zasititi	0	VERB	zasititi	True	True	True
saturated	ADJ	zasićeni	zasićeni	0	ADJ	zasićen	True	False	False
savage	ADJ	divljački	divljački	0	ADJ	divljački	True	True	True
savage	NOUN	divljački	divljački	0	NOUN		True	False	False
savage	VERB	divljački	divljački	0	VERB		True	False	False
savagery	NOUN	divljaštvo	divljaštvo	0	NOUN	divljaštvo	True	True	True
save	NOUN	sačuvati	sačuvati	0	NOUN		True	False	False
save	VERB	sačuvati	sačuvati	0	VERB	sačuvati	True	True	True
savor	NOUN	savor	savor	0	NOUN		True	False	False
savor	VERB	savor	savor	0	VERB		True	False	False
scaffold	NOUN	skela	skela	0	NOUN	skela	True	True	True
scaffold	VERB	skela	skela	0	VERB		True	False	False
scalpel	NOUN	skalpel	skalpel	0	NOUN	skalpel	True	True	True
scandal	NOUN	skandal	skandal	0	NOUN	skandal	True	True	True
scandalous	ADJ	skandalozno	skandalozno	0	ADJ	skandalozan	True	False	False
scapegoat	NOUN	žrtveni jarac	žrtveni jarac	0	MWE		True	False	False
scar	NOUN	ožiljak	ožiljak	0	NOUN	ožiljak	True	True	True
scar	VERB	ožiljak	ožiljak	0	VERB		True	False	False
scarce	ADJ	oskudna	oskudna	0	ADJ	oskudan	True	False	False
scarce	ADV	oskudna	oskudna	0	ADV		True	False	False
scarcely	ADV	jedva	jedva	0	ADV	jedva	True	True	True
scarcity	NOUN	oskudica	oskudica	0	NOUN	oskudica	True	True	True
scare	NOUN	plašiti	plašiti	0	NOUN		True	False	False
scare	VERB	plašiti	plašiti	0	VERB	plašiti	True	True	True
scarecrow	NOUN	strašilo	strašilo	0	NOUN	strašilo	True	True	True
sceptical	ADJ	skeptičan	skeptičan	0	ADJ	skeptičan	True	True	True
schism	NOUN	raskol	raskol	0	NOUN	raskol	True	True	True
schizophrenia	NOUN	šizofrenija	šizofrenija	0	NOUN	šizofrenija	True	True	True
scholarship	NOUN	stipendija	stipendija	0	NOUN	stipendija	True	True	True
school	NOUN	škola	škola	0	NOUN	škola	True	True	True
school	VERB	škola	škola	0	VERB		True	False	False
scientific	ADJ	naučnim	naučnim	0	ADJ	naučni	True	False	False
scientist	NOUN	naučnik	naučnik	0	NOUN	naučnik	True	True	True
scoff	NOUN	rugati	rugati se	1	NOUN		True	False	False
scoff	VERB	rugati	rugati se	1	VERB	rugati	True	True	True
scold	NOUN	grditi	grditi	0	NOUN		True	False	False
scold	VERB	grditi	grditi	0	VERB	grditi	True	True	True
scolding	NOUN	grdeći	grdeći	0	NOUN		True	False	False
scorch	VERB			0	VERB		True	False	False
scorching	ADJ	užarenim	užarenim	0	ADJ	užaren	True	False	False
scorching	ADV	užarenim	užarenim	0	ADV		True	False	False
score	NOUN	rezultat	rezultat	0	NOUN	rezultat	True	True	True
score	VERB	rezultat	rezultat	0	VERB		True	False	False
scorn	NOUN	prezir	prezir	0	NOUN	prezir	True	True	True
scorn	VERB	prezir	prezir	0	VERB		True	False	False
scorpion	NOUN	škorpion	škorpion	0	NOUN	škorpion	True	True	True
scoundrel	NOUN	nitkov	nitkov	0	NOUN	nitkov	True	True	True
scourge	NOUN	bič	bič	0	NOUN	bič	True	True	True
scourge	VERB	bič	bič	0	VERB		True	False	False
scrapie	NOUN	scrapie	scrapie	0	NOUN		True	False	False
scream	NOUN	vrištati	vrištati	0	NOUN		True	False	False
scream	VERB	vrištati	vrištati	0	VERB	vrištati	True	True	True
screaming	ADJ	vrišteći	vrišteći	0	ADJ	vrišteći	True	True	True
screaming	NOUN	vrišteći	vrišteći	0	NOUN		True	False	False
screech	NOUN	screech	screech	0	NOUN		True	False	False
screech	VERB	screech	screech	0	VERB		True	False	False
screw	VERB			0	VERB		True	False	False
scrimmage	NOUN	scrimmage	scrimmage	0	NOUN		True	False	False
scrimmage	VERB	scrimmage	scrimmage	0	VERB		True	False	False
scripture	NOUN	sveto pismo	sveto pismo	0	MWE		True	False	False
scrub	ADJ	scrub	scrub	0	ADJ		True	False	False
scrub	NOUN	scrub	scrub	0	NOUN		True	False	False
scrub	VERB	scrub	scrub	0	VERB		True	False	False
scrutinize	VERB	ispitati	ispitati	0	VERB	ispitati	True	True	True
scum	NOUN	ološ	ološ	0	NOUN	ološ	True	True	True
scum	VERB	ološ	ološ	0	VERB		True	False	False
seal	NOUN	pečat	pečat	0	NOUN	pečat	True	True	True
seal	VERB	pečat	pečat	0	VERB		True	False	False
seclude	VERB			0	VERB		True	False	False
secluded	ADJ	povučeno	povučeno	0	ADJ	povučen	True	False	False
seclusion	NOUN	povučenost	povučenost	0	NOUN	povučenost	True	True	True
secrecy	NOUN	tajnost	tajnost	0	NOUN	tajnost	True	True	True
secret	ADJ	tajni	tajni	0	ADJ		True	False	False
secret	NOUN	tajni	tajni	0	NOUN	tajna	True	False	False
secrete	VERB	tajiti	tajiti	0	VERB	tajiti	True	True	True
secretion	NOUN	sekrecija	sekrecija	0	NOUN	sekrecija	True	True	True
sectarian	ADJ	sektaš	sektaš	0	ADJ		True	False	False
sectarian	NOUN	sektaš	sektaš	0	NOUN	sektaš	True	True	True
secular	ADJ	sekularni	sekularni	0	ADJ	sekularan	True	False	False
secular	NOUN	sekularni	sekularni	0	NOUN		True	False	False
security	NOUN	bezbednost	bezbednost	0	NOUN	bezbednost	True	True	True
sedition	NOUN	pobuna	pobuna	0	NOUN	pobuna	True	True	True
seductive	ADJ	zavodljiv	zavodljiv	0	ADJ	zavodljiv	True	True	True
seek	NOUN	tražiti	tražiti	0	NOUN		True	False	False
seek	VERB	tražiti	tražiti	0	VERB	tražiti	True	True	True
segregate	NOUN	segregirati	segregirati	0	NOUN		True	False	False
segregate	VERB	segregirati	segregirati	0	VERB		True	False	False
seize	VERB	uhvatiti	uhvatiti	0	VERB	uhvatiti	True	True	True
seizure	NOUN	zaplena	zaplena	0	NOUN	zaplena	True	True	True
selfish	ADJ	sebičan	sebičan	0	ADJ	sebičan	True	True	True
senate	NOUN	senat	senat	0	NOUN	senat	True	True	True
senile	ADJ	senilan	senilan	0	ADJ	senilan	True	True	True
seniority	NOUN	staža	staža	0	NOUN	staž	True	False	False
sensational	ADJ	senzacionalno	senzacionalno	0	ADJ	senzacionalan	True	False	False
senseless	ADJ	besmisleno	besmisleno	0	ADJ	besmislen	True	False	False
sensual	ADJ	senzualan	senzualan	0	ADJ	senzualan	True	True	True
sensuality	NOUN	senzualnost	senzualnost	0	NOUN	senzualnost	True	True	True
sensuous	ADJ	čulni	čulni	0	ADJ	čulan	True	False	False
sentence	NOUN	rečenica	rečenica	0	NOUN	rečenica	True	True	True
sentence	VERB	rečenica	rečenica	0	VERB		True	False	False
sentinel	NOUN	stražar	stražar	0	NOUN	stražar	True	True	True
sentry	NOUN	stražar	stražar	0	NOUN	stražar	True	True	True
separatist	ADJ	separatistički	separatistički	0	ADJ	separatistički	True	True	True
separatist	NOUN	separatistički	separatistički	0	NOUN		True	False	False
sepsis	NOUN	sepsa	sepsa	0	NOUN	sepsa	True	True	True
septic	ADJ	septička	septička	0	ADJ	septički	True	False	False
sequel	NOUN	nastavak	nastavak	0	NOUN	nastavak	True	True	True
sequestration	NOUN	sekvestracija	sekvestracija	0	NOUN		True	False	False
serene	ADJ	spokojan	spokojan	0	ADJ	spokojan	True	True	True
serenity	NOUN	spokojstvo	spokojstvo	0	NOUN	spokojstvo	True	True	True
serial	ADJ	serijski	serijski	0	ADJ	serijski	True	True	True
serial	NOUN	serijski	serijski	0	NOUN		True	False	False
series	NOUN	serije	serije	0	NOUN	serija	True	False	False
seriousness	NOUN	ozbiljnost	ozbiljnost	0	NOUN	ozbiljnost	True	True	True
sermon	NOUN	propoved	propoved	0	NOUN	propoved	True	True	True
serpent	NOUN	zmija	zmija	0	NOUN	zmija	True	True	True
servant	NOUN	sluga	sluga	0	NOUN	sluga	True	True	True
serve	NOUN	služiti	služiti	0	NOUN		True	False	False
serve	VERB	služiti	služiti	0	VERB	služiti	True	True	True
servile	ADJ	sluganski	sluganski	0	ADJ	sluganski	True	True	True
setback	NOUN	prepreka	prepreka	0	NOUN	prepreka	True	True	True
settlor	NOUN	naseljenik	naseljenik	0	NOUN	naseljenik	True	True	True
severance	NOUN	otpremnina	otpremnina	0	NOUN	otpremnina	True	True	True
sewage	NOUN	kanalizacija	kanalizacija	0	NOUN	kanalizacija	True	True	True
sewer	NOUN	kanalizacija	kanalizacija	0	NOUN	kanalizacija	True	True	True
sewerage	NOUN	kanalizacija	kanalizacija	0	NOUN	kanalizacija	True	True	True
sex	NOUN	sek	sek	0	NOUN		True	False	False
sex	VERB	sek	sek	0	VERB		True	False	False
shabby	ADJ	otrcan	otrcan	0	ADJ	otrcan	True	True	True
shack	NOUN	shack	shack	0	NOUN		True	False	False
shack	VERB	shack	shack	0	VERB		True	False	False
shackle	NOUN	okova	okova	0	NOUN	okov	True	False	False
shackle	VERB	okova	okova	0	VERB	okovati	True	False	False
shady	ADJ	senoviti	senoviti	0	ADJ	senovit	True	False	False
shake	VERB	mućkati	mućkati	0	VERB	mućkati	True	True	True
shaking	NOUN	tresući	tresući se	1	NOUN		True	False	False
shaky	ADJ	drhtav	drhtav	0	ADJ	drhtav	True	True	True
sham	ADJ	lažno	lažno	0	ADJ	lažan	True	False	False
sham	NOUN	lažno	lažno	0	NOUN		True	False	False
sham	VERB	lažno	lažno	0	VERB		True	False	False
shame	NOUN	sramota	sramota	0	NOUN	sramota	True	True	True
shame	VERB	sramota	sramota	0	VERB		True	False	False
shameful	ADJ	sramno	sramno	0	ADJ	sraman	True	False	False
shameless	ADJ	bestidan	bestidan	0	ADJ	bestidan	True	True	True
shanghai	NOUN	šangaj	šangaj	0	NOUN		True	False	False
shanghai	VERB	šangaj	šangaj	0	VERB		True	False	False
shank	NOUN	drška	drška	0	NOUN	drška	True	True	True
shank	VERB	drška	drška	0	VERB		True	False	False
share	NOUN	objavi	objavi	0	NOUN	objava	True	False	False
share	VERB	objavi	objavi	0	VERB	objaviti	True	False	False
sharpen	VERB	izoštriti	izoštriti	0	VERB	izoštriti	True	True	True
shatter	VERB	razbiti	razbiti	0	VERB	razbiti	True	True	True
shattered	ADJ	razbijen	razbijen	0	ADJ	razbijen	True	True	True
shell	NOUN	školjka	školjka	0	NOUN	školjka	True	True	True
shell	VERB	školjka	školjka	0	VERB		True	False	False
shelter	NOUN	sklonište	sklonište	0	NOUN	sklonište	True	True	True
shelter	VERB	sklonište	sklonište	0	VERB		True	False	False
shepherd	NOUN	pastir	pastir	0	NOUN	pastir	True	True	True
shepherd	VERB	pastir	pastir	0	VERB		True	False	False
sheriff	NOUN	šerife	šerife	0	NOUN	šerif	True	False	False
shine	VERB	sjaj	sjaj	0	VERB	sjati	True	False	False
shining	ADJ	sijajući	sijajući	0	ADJ		True	False	False
shining	NOUN	sijajući	sijajući	0	NOUN		True	False	False
ship	NOUN	brod	brod	0	NOUN	brod	True	True	True
ship	VERB	brod	brod	0	VERB		True	False	False
shipwreck	NOUN	brodolom	brodolom	0	NOUN	brodolom	True	True	True
shipwreck	VERB	brodolom	brodolom	0	VERB		True	False	False
shit	NOUN	sranje	sranje	0	NOUN	sranje	True	True	True
shit	VERB	sranje	sranje	0	VERB		True	False	False
shiver	NOUN	drhtati	drhtati	0	NOUN		True	False	False
shiver	VERB	drhtati	drhtati	0	VERB	drhtati	True	True	True
shock	NOUN	šok	šok	0	NOUN	šok	True	True	True
shock	VERB	šok	šok	0	VERB		True	False	False
shockingly	ADV	šokantno	šokantno	0	ADV		True	False	False
shoddy	ADJ	loš	loš	0	ADJ	loš	True	True	True
shoddy	NOUN	loš	loš	0	NOUN		True	False	False
shoot	NOUN	pucaj	pucaj	0	NOUN		True	False	False
shoot	VERB	pucaj	pucaj	0	VERB	pucati	True	False	False
shooter	NOUN	strelac	strelac	0	NOUN	strelac	True	True	True
shooting	NOUN	pucanje	pucanje	0	NOUN	pucanje	True	True	True
shop	VERB	prodavnica	prodavnica	0	VERB		True	False	False
shopkeeper	NOUN	trgovac	trgovac	0	NOUN	trgovac	True	True	True
shoplift	VERB			0	VERB		True	False	False
shoplifting	NOUN	krađa u radnji	krađa u radnji	0	MWE		True	False	False
shopping	NOUN	šoping	šoping	0	NOUN	šoping	True	True	True
shortage	NOUN	nestašica	nestašica	0	NOUN	nestašica	True	True	True
shortly	ADV	uskoro	uskoro	0	ADV	uskoro	True	True	True
shot	ADJ	pucanj	pucanj	0	ADJ		True	False	False
shot	NOUN	pucanj	pucanj	0	NOUN	pucanj	True	True	True
shoulder	NOUN	ramena	ramena	0	NOUN	rame	True	False	False
shoulder	VERB	ramena	ramena	0	VERB		True	False	False
shout	NOUN	uzvik	uzvik	0	NOUN	uzvik	True	True	True
shout	VERB	uzvik	uzvik	0	VERB		True	False	False
shove	NOUN	gurnuti	gurnuti	0	NOUN		True	False	False
shove	VERB	gurnuti	gurnuti	0	VERB	gurnuti	True	True	True
show	NOUN	prikaži	prikaži	0	NOUN		True	False	False
show	VERB	prikaži	prikaži	0	VERB	prikazati	True	False	False
shrapnel	NOUN	šrapnel	šrapnel	0	NOUN	šrapnel	True	True	True
shriek	NOUN	vrisak	vrisak	0	NOUN	vrisak	True	True	True
shriek	VERB	vrisak	vrisak	0	VERB		True	False	False
shrill	ADJ	reski	reski	0	ADJ	rezak	True	False	False
shrill	VERB	reski	reski	0	VERB		True	False	False
shrink	NOUN	skuplja	skuplja	0	NOUN		True	False	False
shrink	VERB	skuplja	skuplja	0	VERB	skupljati	True	False	False
shroud	NOUN	plaštanica	plaštanica	0	NOUN	plaštanica	True	True	True
shroud	VERB	plaštanica	plaštanica	0	VERB		True	False	False
shudder	NOUN	drhtati	drhtati	0	NOUN		True	False	False
shudder	VERB	drhtati	drhtati	0	VERB	drhtati	True	True	True
shun	VERB	kloniti	kloniti se	1	VERB	kloniti	True	True	True
sib	NOUN	sib	sib	0	NOUN		True	False	False
sick	ADJ	bolestan	bolestan	0	ADJ	bolestan	True	True	True
sick	NOUN	bolestan	bolestan	0	NOUN		True	False	False
sick	VERB	bolestan	bolestan	0	VERB		True	False	False
sicken	VERB			0	VERB		True	False	False
sickening	ADJ	mučno	mučno	0	ADJ	mučan	True	False	False
sickly	ADJ	bolesno	bolesno	0	ADJ	bolestan	True	False	False
sickness	NOUN	bolest	bolest	0	NOUN	bolest	True	True	True
signature	NOUN	potpis	potpis	0	NOUN	potpis	True	True	True
signify	VERB	označavati	označavati	0	VERB	označavati	True	True	True
silly	ADJ	glupo	glupo	0	ADJ	glup	True	False	False
silly	NOUN	glupo	glupo	0	NOUN		True	False	False
simmer	NOUN	krčkati	krčkati	0	NOUN		True	False	False
simmer	VERB	krčkati	krčkati	0	VERB	krčkati	True	True	True
simmering	NOUN	krčkati	krčkati	0	NOUN		True	False	False
simplify	VERB	pojednostaviti	pojednostaviti	0	VERB	pojednostaviti	True	True	True
sin	NOUN	greh	greh	0	NOUN	greh	True	True	True
sin	VERB	greh	greh	0	VERB	gresti	True	False	False
sincere	ADJ	iskrena	iskrena	0	ADJ	iskren	True	False	False
sinful	ADJ	grešni	grešni	0	ADJ	grešan	True	False	False
sing	VERB	sing	sing	0	VERB		True	False	False
singularly	ADV	pojedinačno	pojedinačno	0	ADV	pojedinačno	True	True	True
sinister	ADJ	zlokobno	zlokobno	0	ADJ	zlokoban	True	False	False
sink	VERB	lavabo	lavabo	0	VERB		True	False	False
sinner	NOUN	grešnik	grešnik	0	NOUN	grešnik	True	True	True
sinning	ADJ	grešeći	grešeći	0	ADJ		True	False	False
sinning	NOUN	grešeći	grešeći	0	NOUN		True	False	False
sir	NOUN	gospodine	gospodine	0	NOUN	gospodin	True	False	False
siren	NOUN	sirena	sirena	0	NOUN	sirena	True	True	True
sisterhood	NOUN	sestrinstvo	sestrinstvo	0	NOUN	sestrinstvo	True	True	True
sizzle	NOUN	cvrčanje	cvrčanje	0	NOUN	cvrčanje	True	True	True
sizzle	VERB	cvrčanje	cvrčanje	0	VERB		True	False	False
skew	VERB			0	VERB		True	False	False
skewed	ADJ	iskrivljeno	iskrivljeno	0	ADJ	iskrivljen	True	False	False
skid	NOUN	klizati	klizati	0	NOUN		True	False	False
skid	VERB	klizati	klizati	0	VERB	klizati	True	True	True
skillful	ADJ	vešt	vešt	0	ADJ	vešt	True	True	True
skirmish	NOUN	okršaj	okršaj	0	NOUN	okršaj	True	True	True
skirmish	VERB	okršaj	okršaj	0	VERB		True	False	False
slam	NOUN	slam	slam	0	NOUN	slam	True	True	True
slam	VERB	slam	slam	0	VERB		True	False	False
slander	NOUN	kleveta	kleveta	0	NOUN	kleveta	True	True	True
slander	VERB	kleveta	kleveta	0	VERB	klevetati	True	False	False
slap	ADV	šamar	šamar	0	ADV		True	False	False
slap	NOUN	šamar	šamar	0	NOUN	šamar	True	True	True
slap	VERB	šamar	šamar	0	VERB		True	False	False
slash	NOUN	kosa crta	kosa crta	0	MWE		True	False	False
slash	VERB	kosa crta	kosa crta	0	MWE		True	False	False
slaughter	NOUN	klanje	klanje	0	NOUN	klanje	True	True	True
slaughter	VERB	klanje	klanje	0	VERB		True	False	False
slaughterhouse	NOUN	klanica	klanica	0	NOUN	klanica	True	True	True
slave	NOUN	rob	rob	0	NOUN	rob	True	True	True
slave	VERB	rob	rob	0	VERB		True	False	False
slavery	NOUN	ropstvo	ropstvo	0	NOUN	ropstvo	True	True	True
slay	VERB	slai	slai	0	VERB		True	False	False
slayer	NOUN	ubica	ubica	0	NOUN	ubica	True	True	True
slime	NOUN	sluzi	sluzi	0	NOUN	sluga	True	False	False
slime	VERB	sluzi	sluzi	0	VERB	sluziti	True	False	False
slimy	ADJ	ljigav	ljigav	0	ADJ	ljigav	True	True	True
slip	NOUN	slip	slip	0	NOUN		True	False	False
slip	VERB	slip	slip	0	VERB		True	False	False
slop	NOUN	slop	slop	0	NOUN		True	False	False
slop	VERB	slop	slop	0	VERB		True	False	False
sloppy	ADJ	traljavo	traljavo	0	ADJ	traljav	True	False	False
sloth	NOUN	lenjivost	lenjivost	0	NOUN		True	False	False
sludge	NOUN	mulj	mulj	0	NOUN	mulj	True	True	True
slug	NOUN	puž	puž	0	NOUN	puž	True	True	True
slug	VERB	puž	puž	0	VERB		True	False	False
sluggish	ADJ	trom	trom	0	ADJ	trom	True	True	True
slum	NOUN	slam	slam	0	NOUN	slam	True	True	True
slum	VERB	slam	slam	0	VERB		True	False	False
slump	NOUN	padati	padati	0	NOUN		True	False	False
slump	VERB	padati	padati	0	VERB	padati	True	True	True
slur	NOUN	uvreda	uvreda	0	NOUN	uvreda	True	True	True
slur	VERB	uvreda	uvreda	0	VERB		True	False	False
slush	NOUN	bljuzgavica	bljuzgavica	0	NOUN	bljuzgavica	True	True	True
slush	VERB	bljuzgavica	bljuzgavica	0	VERB		True	False	False
slut	NOUN	drolja	drolja	0	NOUN	drolja	True	True	True
sly	ADJ	lukav	lukav	0	ADJ	lukav	True	True	True
smack	ADV	smack	smack	0	ADV		True	False	False
smack	NOUN	smack	smack	0	NOUN		True	False	False
smack	VERB	smack	smack	0	VERB		True	False	False
smash	ADV	razbiti	razbiti	0	ADV		True	False	False
smash	NOUN	razbiti	razbiti	0	NOUN		True	False	False
smash	VERB	razbiti	razbiti	0	VERB	razbiti	True	True	True
smell	NOUN	miris	miris	0	NOUN	miris	True	True	True
smell	VERB	miris	miris	0	VERB		True	False	False
smelling	ADJ	mirišući	mirišući	0	ADJ		True	False	False
smelling	NOUN	mirišući	mirišući	0	NOUN		True	False	False
smile	NOUN	osmeh	osmeh	0	NOUN	osmeh	True	True	True
smile	VERB	osmeh	osmeh	0	VERB		True	False	False
smiling	ADJ	osmehujući	osmehujući se	1	ADJ		True	False	False
smiling	NOUN	osmehujući	osmehujući se	1	NOUN		True	False	False
smite	VERB	smite	smite	0	VERB		True	False	False
smith	NOUN	smith	smith	0	NOUN		True	False	False
smother	NOUN	ugušiti	ugušiti	0	NOUN		True	False	False
smother	VERB	ugušiti	ugušiti	0	VERB	ugušiti	True	True	True
smuggle	VERB	šverc	šverc	0	VERB		True	False	False
smuggler	NOUN	švercer	švercer	0	NOUN	švercer	True	True	True
smut	NOUN	smut	smut	0	NOUN		True	False	False
smut	VERB	smut	smut	0	VERB		True	False	False
snag	NOUN	snag	snag	0	NOUN		True	False	False
snag	VERB	snag	snag	0	VERB		True	False	False
snake	NOUN	zmija	zmija	0	NOUN	zmija	True	True	True
snake	VERB	zmija	zmija	0	VERB	zmijati	True	False	False
snare	NOUN	zamka	zamka	0	NOUN	zamak	True	False	False
snare	VERB	zamka	zamka	0	VERB		True	False	False
snarl	NOUN	režati	režati	0	NOUN		True	False	False
snarl	VERB	režati	režati	0	VERB	režati	True	True	True
sneak	ADJ	šunjati	šunjati se	1	ADJ		True	False	False
sneak	NOUN	šunjati	šunjati se	1	NOUN		True	False	False
sneak	VERB	šunjati	šunjati se	1	VERB	šunjati	True	True	True
sneaking	ADJ	šunjajući	šunjajući se	1	ADJ		True	False	False
sneer	NOUN	podsmevati	podsmevati se	1	NOUN		True	False	False
sneer	VERB	podsmevati	podsmevati se	1	VERB	podsmevati	True	True	True
sneeze	NOUN	kijaju	kijaju	0	NOUN		True	False	False
sneeze	VERB	kijaju	kijaju	0	VERB	kijati	True	False	False
snort	NOUN	frknuti	frknuti	0	NOUN		True	False	False
snort	VERB	frknuti	frknuti	0	VERB	frknuti	True	True	True
sob	NOUN	plač	plač	0	NOUN	plač	True	True	True
sob	VERB	plač	plač	0	VERB		True	False	False
sobriety	NOUN	trezvenost	trezvenost	0	NOUN	trezvenost	True	True	True
socialism	NOUN	socijalizam	socijalizam	0	NOUN	socijalizam	True	True	True
socialist	ADJ	socijalistički	socijalistički	0	ADJ	socijalistički	True	True	True
socialist	NOUN	socijalistički	socijalistički	0	NOUN		True	False	False
soil	NOUN	tla	tla	0	NOUN	tlo	True	False	False
soil	VERB	tla	tla	0	VERB		True	False	False
soiled	ADJ	uprljan	uprljan	0	ADJ	uprljan	True	True	True
soldier	NOUN	vojnik	vojnik	0	NOUN	vojnik	True	True	True
soldier	VERB	vojnik	vojnik	0	VERB		True	False	False
