word_en	pos_en	word_sr	pos_sr	word_sr_1	pos_sr_1	word_sr_2	pos_sr_2	word_sr_3	pos_sr_3	word_sr_full	reflexive	lemma_sr	gpt_PoS_valid	gpt_lemma_valid	gpt_valid
readiness	NOUN	spremnost	NOUN	spremnost	NOUN	spretnost	NOUN	spremnost	NOUN	spremnost	0	spremnost	True	True	True
ready	ADJ	spreman	ADJ	spreman	ADJ	spreman	ADJ	spreman	ADJ	spreman	0	spreman	True	True	True
ready	NOUN	spremnost	NOUN			spreman	ADJ	spreman	ADJ	spremnost	0	spremnost	True	True	True
ready	VERB	spremati	VERB			pripremiti	VERB	pripremiti	VERB	spremati	0	spremati	True	True	True
real	ADJ	stvaran	ADJ	stvaran	ADJ	stvaran	ADJ	stvaran	ADJ	stvaran	0	stvaran	True	True	True
real	NOUN	stvarnost	NOUN			stvaran	ADJ	stvarnost	NOUN	stvarnost	0	stvarnost	True	True	True
real	ADV					zaista	ADJ	stvarno	ADJ		0		False	False	False
reappear	VERB	ponovo se pojaviti	MWE	ponovo se pojaviti	VERB	ponovo se pojaviti	VERB	ponovno se pojaviti	VERB	ponovo se pojaviti	0		True	False	False
reassurance	NOUN	ohrabrenje	NOUN	ohrabrenje	NOUN	ubeđenje	NOUN	ohrabrenje	NOUN	ohrabrenje	0	ohrabrenje	True	True	True
reassure	VERB	ohrabriti	VERB	ohrabriti	VERB	ubeđivati	VERB	ohrabriti	VERB	ohrabriti	0	ohrabriti	True	True	True
rebel	NOUN	pobunjenik	NOUN	pobunjenik	NOUN	pobunjenik	NOUN	pobunjenik	NOUN	pobunjenik	0	pobunjenik	True	True	True
rebel	VERB	pobuniti	VERB			pobuniti se	VERB	pobuniti se	VERB	pobuniti	0	pobuniti	True	True	True
rebellion	NOUN	pobuna	NOUN	pobuna	NOUN	pobuna	NOUN	pobuna	NOUN	pobuna	0	pobuna	True	True	True
recalcitrant	ADJ	neposlušan	ADJ	neposlušan	ADJ	neposlušan	ADJ	neposlušan	ADJ	neposlušan	0	neposlušan	True	True	True
receive	VERB	primiti	VERB			primiti	VERB	primiti	VERB	primiti	0	primiti	True	True	True
recess	NOUN	odmor	NOUN	odmor	NOUN	odmor	NOUN	odmor	NOUN	odmor	0	odmor	True	True	True
recess	VERB	pauzirati	VERB			odmor	NOUN	pauza	NOUN	pauzirati	0	pauzirati	True	True	True
recession	NOUN	recesija	NOUN	recesija	NOUN	recesija	NOUN	recesija	NOUN	recesija	0	recesija	True	True	True
recidivism	NOUN	recidiv	NOUN			povratak u kriminal	NOUN	povratak	NOUN	recidiv	0	recidiv	True	True	True
recipient	NOUN	primalac	NOUN	primalac	NOUN	primalac	NOUN	primalac	NOUN	primalac	0	primalac	True	True	True
reckless	ADJ	bezobziran	ADJ	bezobziran	ADJ	neodgovoran	ADJ	bezobziran	ADJ	bezobziran	0	bezobziran	True	True	True
recklessness	NOUN	bezobzirnost	NOUN	bezobzirnost	NOUN	neodgovornost	NOUN	bezobzirnost	NOUN	bezobzirnost	0	bezobzirnost	True	True	True
recline	VERB	odmarati	VERB	odmarati se	VERB	nasloniti se	VERB	nasloniti se	VERB	odmarati	0	odmarati	True	True	True
recognizable	ADJ	prepoznatljiv	ADJ	prepoznatljiv	ADJ	prepoznatljiv	ADJ	prepoznatljiv	ADJ	prepoznatljiv	0	prepoznatljiv	True	True	True
recombination	NOUN	rekombinacija	NOUN	rekombinacija	NOUN	rekombinacija	NOUN	rekombinacija	NOUN	rekombinacija	0	rekombinacija	True	True	True
recommend	VERB	preporučiti	VERB	preporučiti	VERB	preporučiti	VERB	preporučiti	VERB	preporučiti	0	preporučiti	True	True	True
reconciliation	NOUN	pomirenje	NOUN	pomirenje	NOUN	pomirenje	NOUN	pomirenje	NOUN	pomirenje	0	pomirenje	True	True	True
reconsideration	NOUN	ponovno razmatranje	MWE	ponovno razmatranje	NOUN	ponovno razmatranje	NOUN	preispitivanje	NOUN	ponovno razmatranje	0		True	False	False
reconstruct	VERB	rekonstruisati	VERB	rekonstruisati	VERB	rekonstruisati	VERB	rekonstruisati	VERB	rekonstruisati	0	rekonstruisati	True	True	True
reconstruction	NOUN	rekonstrukcija	NOUN	rekonstrukcija	NOUN	rekonstrukcija	NOUN	rekonstrukcija	NOUN	rekonstrukcija	0	rekonstrukcija	True	True	True
recreation	NOUN	rekreacija	NOUN	rekreacija	NOUN	rekreacija	NOUN	rekreacija	NOUN	rekreacija	0	rekreacija	True	True	True
recreational	ADJ	rekreativan	ADJ	rekreativan	ADJ	rekreativan	ADJ	rekreativan	ADJ	rekreativan	0	rekreativan	True	True	True
recruit	NOUN	regrut	NOUN			regrut	NOUN	regrut	NOUN	regrut	0	regrut	True	True	True
recruit	VERB	regrutovati	VERB	regrutovati	VERB	regrutovati	VERB	regrutovati	VERB	regrutovati	0	regrutovati	True	True	True
recurrent	ADJ	ponavljajući	ADJ	ponavljajući	ADJ	povremen	ADJ	ponavljajući	ADJ	ponavljajući	0		True	False	False
referee	NOUN	sudija	NOUN	sudija	NOUN	sudija	NOUN	sudija	NOUN	sudija	0	sudija	True	True	True
referee	VERB	suditi	VERB			suditi	VERB	suditi	VERB	suditi	0	suditi	True	True	True
reflex	ADJ	refleksni	ADJ			refleksni	ADJ	refleksan	ADJ	refleksni	0	refleksni	True	True	True
reflex	NOUN	refleks	NOUN	refleks	NOUN	refleks	NOUN	refleks	NOUN	refleks	0	refleks	True	True	True
reflux	NOUN	refluks	NOUN			refluks	NOUN	refluks	NOUN	refluks	0		True	False	False
refugee	NOUN	izbeglica	NOUN	izbeglica	NOUN	izbeglica	NOUN	izbeglica	NOUN	izbeglica	0	izbeglica	True	True	True
refuse	VERB	odbiti	VERB	odbiti	VERB	odbiti	VERB	odbiti	VERB	odbiti	0	odbiti	True	True	True
refutation	NOUN	pobijanje	NOUN	pobijanje	NOUN	pobijanje	NOUN	pobijanje	NOUN	pobijanje	0	pobijanje	True	True	True
regal	ADJ	kraljevski	ADJ	ostajete	ostaju	kraljevski	ADJ	kraljevski	ADJ	kraljevski	0	kraljevski	True	True	True
regatta	NOUN	regata	NOUN	regata	NOUN	regata	NOUN	regata	NOUN	regata	0	regata	True	True	True
regent	ADJ	regentski	ADJ			regentski	ADJ	regentov	ADJ	regentski	0	regentski	True	True	True
regent	NOUN	namesnik	NOUN	namesnik	NOUN	namesnik	NOUN	namesnik	NOUN	namesnik	0	namesnik	True	True	True
regiment	NOUN	puk	NOUN	puk	NOUN	puk	NOUN	puk	NOUN	puk	0	puk	True	True	True
regiment	VERB	organizovati	VERB			organizovati	VERB	organizovati	VERB	organizovati	0	organizovati	True	True	True
registry	NOUN	registar	NOUN	registar	NOUN	registar	NOUN	registar	NOUN	registar	0	registar	True	True	True
regret	NOUN	žaljenje	NOUN			žaljenje	NOUN	žaljenje	NOUN	žaljenje	0	žaljenje	True	True	True
regret	VERB	žaliti	VERB	žaliti	VERB	žaliti	VERB			žaliti	0	žaliti	True	True	True
regrettable	ADJ	žalosno	ADJ			žalosno	ADJ	žalosno	ADJ	žalosno	0		True	False	False
regularity	NOUN	redovnost	NOUN	redovnost	NOUN	redovnost	NOUN	redovnost	NOUN	redovnost	0	redovnost	True	True	True
regulatory	ADJ	regulativan	ADJ	regulativan	ADJ	regulatorni	ADJ	regulatoran	ADJ	regulativan	0	regulativan	True	True	True
regurgitation	NOUN	regurgitacija	NOUN			regurgitacija	NOUN	vraćanje	NOUN	regurgitacija	0		True	False	False
rehabilitation	NOUN	rehabilitacija	NOUN	rehabilitacija	NOUN	rehabilitacija	NOUN	rehabilitacija	NOUN	rehabilitacija	0	rehabilitacija	True	True	True
reimbursement	NOUN	nadoknada	NOUN	nadoknada	NOUN	nadoknada	NOUN	nadoknada	NOUN	nadoknada	0	nadoknada	True	True	True
reinforcement	NOUN	pojačanje	NOUN	pojačanje	NOUN	pojačanje	NOUN	pojačanje	NOUN	pojačanje	0	pojačanje	True	True	True
reject	NOUN	odbijanje	NOUN	odbijanje	NOUN	odbačeni	ADJ	odbijanje	NOUN	odbijanje	0	odbijanje	True	True	True
reject	VERB	odbaciti	VERB	odbaciti	VERB	odbaciti	VERB	odbiti	VERB	odbaciti	0	odbaciti	True	True	True
rejection	NOUN	odbijanje	NOUN	odbijanje	NOUN	odbijanje	NOUN	odbijanje	NOUN	odbijanje	0	odbijanje	True	True	True
rejoice	VERB	radovati	VERB	radovati se	VERB	radovati se	VERB	radovati se	VERB	radovati	0	radovati	True	True	True
rejoicing	ADJ	veselo	ADJ	veselo	ADJ	radostan	ADJ	radostan	ADJ	veselo	0	veseo	True	False	False
rejoicing	NOUN	slavlje	NOUN	slavlje	NOUN	radovanje	NOUN	radovanje	NOUN	slavlje	0	slavlje	True	True	True
rekindle	VERB	ponovo zapaliti	MWE	ponovo zapaliti	VERB	ponovo zapaliti	VERB	obnoviti	VERB	ponovo zapaliti	0		True	False	False
relapse	NOUN	recidiv	NOUN	recidiv	NOUN	recidiv	NOUN	recidiv	NOUN	recidiv	0	recidiv	True	True	True
relapse	VERB	ponovo oboleti	MWE	ponovo oboleti	VERB	ponovo oboleti	VERB	povratiti se	VERB	ponovo oboleti	0		True	False	False
relate	VERB	povezati	VERB	povezati	VERB	povezivati se	VERB	odnositi se	VERB	povezati	0	povezati	True	True	True
related	ADJ	povezan	ADJ	povezan	ADJ	povezan	ADJ	povezan	ADJ	povezan	0	povezan	True	True	True
relative	ADJ	relativan	ADJ	relativan	ADJ	relativan	ADJ	relativan	ADJ	relativan	0	relativan	True	True	True
relative	NOUN	rođak	NOUN	rođak	NOUN	rođak	NOUN	rođak	NOUN	rođak	0	rođak	True	True	True
relevant	ADJ	relevantan	ADJ	relevantan	ADJ	relevantan	ADJ	relevantan	ADJ	relevantan	0	relevantan	True	True	True
reliability	NOUN	pouzdanost	NOUN	pouzdanost	NOUN	pouzdanost	NOUN	pouzdanost	NOUN	pouzdanost	0	pouzdanost	True	True	True
reliable	ADJ	pouzdan	ADJ	pouzdan	ADJ	pouzdan	ADJ	pouzdan	ADJ	pouzdan	0	pouzdan	True	True	True
reliance	NOUN	oslonac	NOUN	oslonac	NOUN	oslonac	NOUN	oslanjanje	NOUN	oslonac	0	oslonac	True	True	True
relic	NOUN	relikvija	NOUN	relikvija	NOUN	relikvija	NOUN	relikvija	NOUN	relikvija	0	relikvija	True	True	True
religion	NOUN	religija	NOUN	religija	NOUN	religija	NOUN	religija	NOUN	religija	0	religija	True	True	True
reluctant	ADJ	nevoljan	ADJ	nevoljan	ADJ	nevoljan	ADJ	nevoljan	ADJ	nevoljan	0	nevoljan	True	True	True
remain	VERB	ostati	VERB	ostati	VERB	ostati	VERB	ostati	VERB	ostati	0	ostati	True	True	True
remains	NOUN	ostaci	NOUN	ostaci	NOUN	ostaci	NOUN	ostaci	NOUN	ostaci	0	ostatak	True	False	False
remand	NOUN	produženo pritvor	MWE	produženo pritvor	NOUN	pritvor	NOUN	pritvor	NOUN	produženo pritvor	0		True	False	False
remand	VERB	zadržati u pritvoru	MWE	zadržati u pritvoru	VERB	pritvoriti	VERB	privesti	VERB	zadržati u pritvoru	0		True	False	False
remarkable	ADJ	izvanredan	ADJ	izvanredan	ADJ	izvanredan	ADJ	izvanredan	ADJ	izvanredan	0	izvanredan	True	True	True
remedy	NOUN	lek	NOUN	lek	NOUN	lek	NOUN	lek	NOUN	lek	0	lek	True	True	True
remedy	VERB	lečiti	VERB	lečiti	VERB	lečiti	VERB	lečiti	VERB	lečiti	0	lečiti	True	True	True
remiss	ADJ	nemaran	ADJ	nemaran	ADJ	nemaran	ADJ	nemaran	ADJ	nemaran	0	nemaran	True	True	True
remorse	NOUN	kajanje	NOUN	kajanje	NOUN	kajanje	NOUN	kajanje	NOUN	kajanje	0	kajanje	True	True	True
remove	NOUN	uklanjanje	NOUN	uklanjanje	NOUN	uklanjanje	NOUN	ukloniti	VERB	uklanjanje	0	uklanjanje	True	True	True
remove	VERB	ukloniti	VERB	ukloniti	VERB	ukloniti	VERB	ukloniti	VERB	ukloniti	0	ukloniti	True	True	True
renegade	ADJ	izdajnički	ADJ	izdajnički	ADJ	izdajnički	ADJ	odmetnut	ADJ	izdajnički	0	izdajnički	True	True	True
renegade	NOUN	izdajnik	NOUN	izdajnik	NOUN	izdajnik	NOUN	izdajica	NOUN	izdajnik	0	izdajnik	True	True	True
renegade	VERB	izdati	VERB	izdati	VERB	izdati	VERB	odmetnuti se	VERB	izdati	0	izdati	True	True	True
renounce	VERB	odreći	VERB	odreći se	VERB	odreći se	VERB	odreći se	VERB	odreći	0	odreći	True	True	True
renovate	VERB	renovirati	VERB	renovirati	VERB	obnoviti	VERB	renovirati	VERB	renovirati	0	renovirati	True	True	True
renovation	NOUN	renoviranje	NOUN	renoviranje	NOUN	obnova	NOUN	renoviranje	NOUN	renoviranje	0	renoviranje	True	True	True
reparation	NOUN	reparacija	NOUN	reparacija	NOUN	reparacija	NOUN	odšteta	NOUN	reparacija	0	reparacija	True	True	True
repay	VERB	vratiti dug	MWE	vratiti dug	VERB	vratiti dug	VERB	vratiti	VERB	vratiti dug	0		True	False	False
repel	VERB	odbiti	VERB	odbiti	VERB	odbiti	VERB	odbiti	VERB	odbiti	0	odbiti	True	True	True
repellant	ADJ	odbojan	ADJ	odbojan	ADJ	odbijajući	ADJ	sredstvo za odbijanje	NOUN	odbojan	0	odbojan	True	True	True
repellant	NOUN	sredstvo za odbijanje	MWE	sredstvo za odbijanje	NOUN	repelent	NOUN	sredstvo za odbijanje	NOUN	sredstvo za odbijanje	0		True	False	False
repellent	ADJ	odbojan	ADJ	odbojan	ADJ	odbojan	ADJ	odbojan	ADJ	odbojan	0	odbojan	True	True	True
repellent	NOUN	sredstvo za odbijanje	MWE	sredstvo za odbijanje	NOUN	repelent	NOUN	sredstvo za odbijanje	NOUN	sredstvo za odbijanje	0		True	False	False
repelling	ADJ	odbojan	ADJ	odbojan	ADJ	odbijajući	ADJ	odbojan	ADJ	odbojan	0	odbojan	True	True	True
repent	VERB	kajati	VERB	kajati se	VERB	pokajati se	VERB	pokajati se	VERB	kajati	0	kajati	True	True	True
reporter	NOUN	reporter	NOUN	reporter	NOUN	novinar	NOUN	novinar	NOUN	reporter	0	reporter	True	True	True
represent	VERB	predstavljati	VERB	predstavljati	VERB	predstavljati	VERB	predstavljati	VERB	predstavljati	0	predstavljati	True	True	True
repress	VERB	potisnuti	VERB	potisnuti	VERB	potisnuti	VERB	potisnuti	VERB	potisnuti	0	potisnuti	True	True	True
repression	NOUN	represija	NOUN	represija	NOUN	represija	NOUN	represija	NOUN	represija	0	represija	True	True	True
reprimand	NOUN	opomena	NOUN	opomena	NOUN	ukor	NOUN	opomena	NOUN	opomena	0	opomena	True	True	True
reprimand	VERB	ukoriti	VERB	ukoriti	VERB	ukoriti	VERB	ukoriti	VERB	ukoriti	0	ukoriti	True	True	True
reprisal	NOUN	osveta	NOUN	osveta	NOUN	odmazda	NOUN	odmazda	NOUN	osveta	0	osveta	True	True	True
reproach	NOUN	prekor	NOUN	prekor	NOUN	prekor	NOUN	prekor	NOUN	prekor	0	prekor	True	True	True
reproach	VERB	prekoriti	VERB	prekoriti	VERB	prekoriti	VERB	prekoriti	VERB	prekoriti	0	prekoriti	True	True	True
reproductive	ADJ	reproduktivan	ADJ	reproduktivan	ADJ	reproduktivan	ADJ	reproduktivan	ADJ	reproduktivan	0	reproduktivan	True	True	True
repudiation	NOUN	odbijanje	NOUN	odbijanje	NOUN	odbacivanje	NOUN	odbijanje	NOUN	odbijanje	0	odbijanje	True	True	True
repulsion	NOUN	odvratnost	NOUN	odvratnost	NOUN	odvratnost	NOUN	odvratnost	NOUN	odvratnost	0	odvratnost	True	True	True
reputable	ADJ	ugledan	ADJ	ugledan	ADJ	ugledan	ADJ	ugledan	ADJ	ugledan	0	ugledan	True	True	True
requiem	NOUN	rekviem	NOUN	rekviem	NOUN	rekviem	NOUN	rekviem	NOUN	rekviem	0		True	False	False
rescue	NOUN	spašavanje	NOUN	spašavanje	NOUN	spasavanje	NOUN	spašavanje	NOUN	spašavanje	0	spašavanje	True	True	True
rescue	VERB	spasiti	VERB	spasiti	VERB	spasiti	VERB	spasiti	VERB	spasiti	0	spasiti	True	True	True
resection	NOUN	resekcija	NOUN	resekcija	NOUN	resekcija	NOUN	resekcija	NOUN	resekcija	0	resekcija	True	True	True
resent	VERB	zameriti	VERB	zameriti	VERB	gajiti zavist	VERB	zavideti	VERB	zameriti	0	zameriti	True	True	True
resentful	ADJ	pun zavisti	MWE	pun zavisti	ADJ	zavidan	ADJ	zavidan	ADJ	pun zavisti	0		True	False	False
resentment	NOUN	zavist	NOUN	zavist	NOUN	zavist	NOUN	zavist	NOUN	zavist	0	zavist	True	True	True
resign	VERB	podneti ostavku	MWE	podneti ostavku	VERB	dati ostavku	VERB	podneti ostavku	VERB	podneti ostavku	0		True	False	False
resignation	NOUN	ostavka	NOUN	ostavka	NOUN	ostavka	NOUN	ostavka	NOUN	ostavka	0	ostavka	True	True	True
resistance	NOUN	otpor	NOUN	otpor	NOUN	otpor	NOUN	otpor	NOUN	otpor	0	otpor	True	True	True
resistant	ADJ	otporan	ADJ	otporan	ADJ	otporan	ADJ	otporan	ADJ	otporan	0	otporan	True	True	True
resisting	VERB	pružanje otpora	MWE	pružanje otpora	VERB	pružati otpor	VERB	odupirati se	VERB	pružanje otpora	0		True	False	False
resource	NOUN	resurs	NOUN	resurs	NOUN	resurs	NOUN	resurs	NOUN	resurs	0	resurs	True	True	True
respect	NOUN	poštovanje	NOUN	poštovanje	NOUN	poštovanje	NOUN	poštovanje	NOUN	poštovanje	0	poštovanje	True	True	True
respect	VERB	poštovati	VERB	poštovati	VERB	poštovati	VERB	poštovati	VERB	poštovati	0	poštovati	True	True	True
respectable	ADJ	ugledan	ADJ	ugledan	ADJ	poštovan	ADJ	ugledan	ADJ	ugledan	0	ugledan	True	True	True
respectful	ADJ	poštovan	ADJ	poštovanje	NOUN	poštovanje	NOUN	poštovan	ADJ	poštovan	0	poštovan	True	True	True
respects	NOUN	poštovanje	NOUN	poštovanje	NOUN	poštovanje	NOUN	poštovanje	NOUN	poštovanje	0	poštovanje	True	True	True
respite	NOUN	predah	NOUN	predah	NOUN	predah	NOUN	predah	NOUN	predah	0	predah	True	True	True
respite	VERB			odmor	NOUN	odmor	NOUN	odmor	NOUN		0		False	False	False
resplendent	ADJ	svetlucav	ADJ	svetlucav	ADJ	sjajan	ADJ	sjajan	ADJ	svetlucav	0	svetlucav	True	True	True
responsible	ADJ	odgovoran	ADJ	odgovoran	ADJ	odgovoran	ADJ	odgovoran	ADJ	odgovoran	0	odgovoran	True	True	True
responsive	ADJ	odzivan	ADJ	odzivan	ADJ	odzivan	ADJ	odzivan	ADJ	odzivan	0		True	False	False
restitution	NOUN	povraćaj	NOUN	povraćaj	NOUN	restitucija	NOUN	restitucija	NOUN	povraćaj	0	povraćaj	True	True	True
restlessness	NOUN	nemir	NOUN	nemir	NOUN	nemir	NOUN	nemir	NOUN	nemir	0	nemir	True	True	True
restorative	ADJ	obnoviteljski	ADJ	obnoviteljski	ADJ	obnavljajući	ADJ	obnavljajući	ADJ	obnoviteljski	0	obnoviteljski	True	True	True
restorative	NOUN	obnovitelj	NOUN	obnovitelj	NOUN	obnavljanje	NOUN	sredstvo za oporavak	NOUN	obnovitelj	0	obnovitelj	True	True	True
restrain	VERB	suzdržati	VERB	suzdržati se	VERB	suzbiti	VERB	obuzdati	VERB	suzdržati	0	suzdržati	True	True	True
restrained	ADJ	suzdržan	ADJ	suzdržan	ADJ	suzdržan	ADJ	obuzdan	ADJ	suzdržan	0	suzdržan	True	True	True
restrict	VERB	ograničiti	VERB	ograničiti	VERB	ograničiti	VERB	ograničiti	VERB	ograničiti	0	ograničiti	True	True	True
restriction	NOUN	ograničenje	NOUN	ograničenje	NOUN	ograničenje	NOUN	ograničenje	NOUN	ograničenje	0	ograničenje	True	True	True
result	NOUN	rezultat	NOUN	rezultat	NOUN	rezultat	NOUN	rezultat	NOUN	rezultat	0	rezultat	True	True	True
result	VERB	rezultirati	VERB	rezultirati	VERB	rezultirati	VERB	rezultirati	VERB	rezultirati	0	rezultirati	True	True	True
resultant	ADJ	rezultujući	ADJ	rezultujući	ADJ	rezultantni	ADJ	rezultantni	ADJ	rezultujući	0	rezultujući	True	True	True
resultant	NOUN	rezultat	NOUN	rezultat	NOUN	rezultat	NOUN	rezultant	NOUN	rezultat	0	rezultat	True	True	True
retain	VERB	zadržati	VERB	zadržati	VERB	zadržati	VERB	zadržati	VERB	zadržati	0	zadržati	True	True	True
retaliate	VERB	osvetiti	VERB	osvetiti se	VERB	osvetiti se	VERB	osvetiti se	VERB	osvetiti	0	osvetiti	True	True	True
retaliation	NOUN	osveta	NOUN	osveta	NOUN	osveta	NOUN	osveta	NOUN	osveta	0	osveta	True	True	True
retaliatory	ADJ	osvetnički	ADJ	osvetnički	ADJ	osvetnički	ADJ	osvetnički	ADJ	osvetnički	0	osvetnički	True	True	True
retard	NOUN	zaostatak	NOUN	zaostatak	NOUN	zaostal	ADJ	ometanje	NOUN	zaostatak	0	zaostatak	True	True	True
retard	VERB	usporiti	VERB	usporiti	VERB	usporiti	VERB	usporiti	VERB	usporiti	0	usporiti	True	True	True
reticent	ADJ	suzdržan	ADJ	suzdržan	ADJ	suzdržan	ADJ	uzdržan	ADJ	suzdržan	0	suzdržan	True	True	True
retirement	NOUN	penzija	NOUN	penzija	NOUN	penzija	NOUN	penzija	NOUN	penzija	0	penzija	True	True	True
retract	VERB	povući	VERB	povući	VERB	povući	VERB	povući	VERB	povući	0	povući	True	True	True
retrenchment	NOUN	smanjenje	NOUN	smanjenje	NOUN	štednja	NOUN	smanjenje	NOUN	smanjenje	0	smanjenje	True	True	True
retribution	NOUN	osveta	NOUN	osveta	NOUN	kazna	NOUN	odmazda	NOUN	osveta	0	osveta	True	True	True
reunion	NOUN	ponovno okupljanje	MWE	ponovno okupljanje	NOUN	ponovno okupljanje	NOUN	ponovno okupljanje	NOUN	ponovno okupljanje	0		True	False	False
revel	NOUN	zabava	NOUN	zabava	NOUN	zabava	NOUN	pijanstvo	NOUN	zabava	0	zabava	True	True	True
revel	VERB	zabavljati	VERB	zabavljati se	VERB	veseliti se	VERB	veseliti se	VERB	zabavljati	0	zabavljati	True	True	True
revels	NOUN	zabava	NOUN	zabava	NOUN	veselje	NOUN	slavlje	NOUN	zabava	0	zabava	True	True	True
revels	VERB	zabavljati	VERB	zabavljati se	VERB	veseliti se	VERB	veseliti se	VERB	zabavljati	0	zabavljati	True	True	True
revenge	NOUN	osveta	NOUN	osveta	NOUN	osveta	NOUN	osveta	NOUN	osveta	0	osveta	True	True	True
revenge	VERB	osvetiti	VERB	osvetiti se	VERB	osvetiti se	VERB	osvetiti se	VERB	osvetiti	0	osvetiti	True	True	True
revere	NOUN	poštovati	NOUN	poštovati	NOUN	poštovati	NOUN	poštovati	VERB	poštovati	0		True	False	False
revere	VERB	poštovati	VERB	poštovati	VERB	poštovati	VERB	obožavati	VERB	poštovati	0	poštovati	True	True	True
reverence	NOUN	poštovanje	NOUN	poštovanje	NOUN	poštovanje	NOUN	poštovanje	NOUN	poštovanje	0	poštovanje	True	True	True
reverence	VERB	odavati počast	MWE	poštovanje	NOUN	odavati počast	VERB	poštovanje	NOUN	odavati počast	0		True	False	False
reverend	ADJ	sveštenički	ADJ	sveštenički	ADJ	reverend	ADJ	reverend	NOUN	sveštenički	0	sveštenički	True	True	True
reverend	NOUN	sveštenik	NOUN	sveštenik	NOUN	sveštenik	NOUN	sveštenik	NOUN	sveštenik	0	sveštenik	True	True	True
reverie	NOUN	sanjarenje	NOUN	sanjarenje	NOUN	sanjarenje	NOUN	sanjarenje	NOUN	sanjarenje	0	sanjarenje	True	True	True
reversal	NOUN	preokret	NOUN	preokret	NOUN	preokret	NOUN	preokret	NOUN	preokret	0	preokret	True	True	True
revival	NOUN	obnova	NOUN	obnova	NOUN	obnova	NOUN	obnova	NOUN	obnova	0	obnova	True	True	True
revive	VERB	oživeti	VERB	oživeti	VERB	oživeti	VERB	oživeti	VERB	oživeti	0	oživeti	True	True	True
revoke	NOUN	povlačenje	NOUN	povlačenje	NOUN	opozvati	VERB	poništenje	NOUN	povlačenje	0	povlačenje	True	True	True
revoke	VERB	opozvati	VERB	opozvati	VERB	poništiti	VERB	poništiti	VERB	opozvati	0	opozvati	True	True	True
revolt	NOUN	buna	NOUN	buna	NOUN	pobuna	NOUN	pobuna	NOUN	buna	0	buna	True	True	True
revolt	VERB	pobuniti	VERB	pobuniti se	VERB	pobuna	NOUN	pobuniti se	VERB	pobuniti	0	pobuniti	True	True	True
revolting	ADJ	odvratan	ADJ	odvratan	ADJ	odvratan	ADJ	odvratan	ADJ	odvratan	0	odvratan	True	True	True
revolution	NOUN	revolucija	NOUN	revolucija	NOUN	revolucija	NOUN	revolucija	NOUN	revolucija	0	revolucija	True	True	True
revolver	NOUN	revolver	NOUN	revolver	NOUN	revolver	NOUN	pištolj	NOUN	revolver	0	revolver	True	True	True
revulsion	NOUN	odvratnost	NOUN	odvratnost	NOUN	odvratnost	NOUN	odvratnost	NOUN	odvratnost	0	odvratnost	True	True	True
reward	NOUN	nagrada	NOUN	nagrada	NOUN	nagrada	NOUN	nagrada	NOUN	nagrada	0	nagrada	True	True	True
reward	VERB	nagraditi	VERB	nagraditi	VERB	nagrada	NOUN	nagraditi	VERB	nagraditi	0	nagraditi	True	True	True
rheumatism	NOUN	reumatizam	NOUN	reumatizam	NOUN	reumatizam	NOUN	reumatizam	NOUN	reumatizam	0	reumatizam	True	True	True
rhythmical	ADJ	ritmičan	ADJ	ritmičan	ADJ	ritmički	ADJ	ritmički	ADJ	ritmičan	0	ritmičan	True	True	True
ribbon	NOUN	traka	NOUN	traka	NOUN	traka	NOUN	traka	NOUN	traka	0	traka	True	True	True
riddle	NOUN	zagonetka	NOUN	zagonetka	NOUN	zagonetka	NOUN	zagonetka	NOUN	zagonetka	0	zagonetka	True	True	True
riddle	VERB	ispuniti zagonetkom	MWE	ispuniti zagonetkom	VERB	zagonetati	VERB	ispuniti	VERB	ispuniti zagonetkom	0		True	False	False
ridicule	NOUN	ismevanje	NOUN	ismevanje	NOUN	ismevanje	NOUN	ismevanje	NOUN	ismevanje	0	ismevanje	True	True	True
ridicule	VERB	ismevati	VERB	ismevati	VERB	ismejavanje	NOUN	ismevati	VERB	ismevati	0	ismevati	True	True	True
ridiculous	ADJ	smešan	ADJ	smešan	ADJ	smešan	ADJ	smešan	ADJ	smešan	0	smešan	True	True	True
rifle	NOUN	puška	NOUN	puška	NOUN	puška	NOUN	puška	NOUN	puška	0	pušak	True	False	False
rifle	VERB			puška	NOUN	puška	NOUN	puška	NOUN		0		False	False	False
rigor	NOUN	rigoroznost	NOUN	rigoroznost	NOUN	rigoroznost	NOUN	rigoroznost	NOUN	rigoroznost	0		True	False	False
ringer	NOUN	prevarant	NOUN	prevarant	NOUN	zamena	NOUN	zamena	NOUN	prevarant	0	prevarant	True	True	True
riot	NOUN	nered	NOUN	nered	NOUN	nered	NOUN	nered	NOUN	nered	0	nered	True	True	True
riot	VERB	divljati	VERB	nered	NOUN	nered	NOUN	divljati	VERB	divljati	0	divljati	True	True	True
riotous	ADJ	neredan	ADJ	neredan	ADJ	buntovan	ADJ	nemiran	ADJ	neredan	0		True	False	False
ripen	VERB	sazreti	VERB	sazreti	VERB	sazreti	VERB	sazreti	VERB	sazreti	0	sazreti	True	True	True
rise	VERB	ustati	VERB	ustati	VERB	podići se	VERB	podići se	VERB	ustati	0	ustati	True	True	True
rising	ADJ	rastući	ADJ	rastući	ADJ	rastući	ADJ	rastući	ADJ	rastući	0	rastući	True	True	True
